,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
11822,1670,野村 胡堂,56302,銭形平次捕物控 014 たぬき囃子,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2018-03-10,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11823,1670,野村 胡堂,55653,銭形平次捕物控 015 怪伝白い鼠,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-19,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11824,1670,野村 胡堂,56371,銭形平次捕物控 015 怪伝白い鼠,新字新仮名,,特定非営利活動法人はるかぜ,北川松生,公開,2018-03-20,銭形平次捕物控（八）お珊文身調べ,嶋中文庫、嶋中書店,2004（平成16）年12月20日第1刷,2004（平成16）年12月20日第1刷
11825,1670,野村 胡堂,54627,銭形平次捕物控 016 人魚の死,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-05,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11826,1670,野村 胡堂,56293,銭形平次捕物控 016 人魚の死,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-07-16,銭形平次捕物控（四）城の絵図面,嶋中文庫、嶋中書店,2004（平成16）年8月20日第1刷,2004（平成16）年8月20日第1刷
11833,1670,野村 胡堂,55506,銭形平次捕物控 022 名馬罪あり,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-07,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11834,1670,野村 胡堂,56284,銭形平次捕物控 022 名馬罪あり,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-04-03,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
11835,1670,野村 胡堂,55505,銭形平次捕物控 023 血潮と糠,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-04,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11836,1670,野村 胡堂,56276,銭形平次捕物控 023 血潮と糠,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-04-24,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
11837,1670,野村 胡堂,54639,銭形平次捕物控 024 平次女難,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-29,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11838,1670,野村 胡堂,56309,銭形平次捕物控 024 平次女難,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-05-08,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
11842,1670,野村 胡堂,57232,銭形平次捕物控 027 幻の民五郎,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2018-05-23,銭形平次捕物控（五）金の鯉,嶋中文庫、嶋中書店,2004（平成16）年9月20日第1刷,2004（平成16）年9月20日第1刷
11843,1670,野村 胡堂,54628,銭形平次捕物控 027 幻の民五郎,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-11,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11844,1670,野村 胡堂,54633,銭形平次捕物控 028 歎きの菩薩,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-14,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11845,1670,野村 胡堂,56306,銭形平次捕物控 028 歎きの菩薩,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-05-31,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11849,1670,野村 胡堂,55649,銭形平次捕物控 031 濡れた千両箱,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-16,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11850,1670,野村 胡堂,56360,銭形平次捕物控 031 濡れた千両箱,新字新仮名,,特定非営利活動法人はるかぜ,北川松生,公開,2018-06-14,銭形平次捕物控（八）お珊文身調べ,嶋中文庫、嶋中書店,2004（平成16）年12月20日第1刷,2004（平成16）年12月20日第1刷
11851,1670,野村 胡堂,55647,銭形平次捕物控 032 路地の足跡,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-13,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11852,1670,野村 胡堂,56348,銭形平次捕物控 032 路地の足跡,新字新仮名,,特定非営利活動法人はるかぜ,北川松生,公開,2018-06-24,銭形平次捕物控（八）お珊文身調べ,嶋中文庫、嶋中書店,2004（平成16）年12月20日第1刷,2004（平成16）年12月20日第1刷
11854,1670,野村 胡堂,54615,銭形平次捕物控 034 謎の鍵穴,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-24,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11855,1670,野村 胡堂,56282,銭形平次捕物控 034 謎の鍵穴,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-07-05,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11856,1670,野村 胡堂,54611,銭形平次捕物控 035 傀儡名臣,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-06,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11857,1670,野村 胡堂,56289,銭形平次捕物控 035 傀儡名臣,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-07-18,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11859,1670,野村 胡堂,54594,銭形平次捕物控 037 人形の誘惑,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-10,錢形平次捕物全集第五卷　蝉丸の香爐,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
11860,1670,野村 胡堂,56291,銭形平次捕物控 037 人形の誘惑,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-07-29,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11861,1670,野村 胡堂,54603,銭形平次捕物控 038 一枚の文銭,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-03-21,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11862,1670,野村 胡堂,56231,銭形平次捕物控 038 一枚の文銭,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-08-07,銭形平次捕物控（二）八人芸の女,嶋中文庫、嶋中書店,2004（平成16）年6月20日第1刷,2004（平成16）年6月20日第1刷
11867,1670,野村 胡堂,54605,銭形平次捕物控 042 庚申横町,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-28,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11868,1670,野村 胡堂,56230,銭形平次捕物控 042 庚申横町,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-08-27,銭形平次捕物控（二）八人芸の女,嶋中文庫、嶋中書店,2004（平成16）年6月20日第1刷,2004（平成16）年6月20日第1刷
11869,1670,野村 胡堂,54635,銭形平次捕物控 043 和蘭カルタ,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-05,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11870,1670,野村 胡堂,56303,銭形平次捕物控 043 和蘭カルタ,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-09-02,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11872,1670,野村 胡堂,54606,銭形平次捕物控 045 御落胤殺し,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-07-05,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11873,1670,野村 胡堂,56319,銭形平次捕物控 045 御落胤殺し,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-09-11,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11874,1670,野村 胡堂,54604,銭形平次捕物控 046 双生児の呪,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-07-11,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11875,1670,野村 胡堂,56317,銭形平次捕物控 046 双生児の呪,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-09-19,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11878,1670,野村 胡堂,54609,銭形平次捕物控 048 お藤は解く,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-19,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11879,1670,野村 胡堂,56304,銭形平次捕物控 048 お藤は解く,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-10-01,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11881,1670,野村 胡堂,54608,銭形平次捕物控 050 碁敵,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-22,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11882,1670,野村 胡堂,56320,銭形平次捕物控 050 碁敵,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-10-07,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11883,1670,野村 胡堂,54629,銭形平次捕物控 051 迷子札,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-17,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11884,1670,野村 胡堂,56305,銭形平次捕物控 051 迷子札,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-07-25,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11890,1670,野村 胡堂,54617,銭形平次捕物控 056 地獄から来た男,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-09,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11891,1670,野村 胡堂,56281,銭形平次捕物控 056 地獄から来た男,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-10-19,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11892,1670,野村 胡堂,56271,銭形平次捕物控 057 死の矢文,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-10-23,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11893,1670,野村 胡堂,54614,銭形平次捕物控 057 死の矢文,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-27,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11895,1670,野村 胡堂,54618,銭形平次捕物控 059 酒屋火事,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-12,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11896,1670,野村 胡堂,56280,銭形平次捕物控 059 酒屋火事,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-10-31,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11900,1670,野村 胡堂,54625,銭形平次捕物控 062 城の絵図面,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-26,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11901,1670,野村 胡堂,56295,銭形平次捕物控 062 城の絵図面,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-11-12,銭形平次捕物控（四）城の絵図面,嶋中文庫、嶋中書店,2004（平成16）年8月20日第1刷,2004（平成16）年8月20日第1刷
11902,1670,野村 胡堂,54610,銭形平次捕物控 063 花見の仇討,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-25,錢形平次捕物全集第六卷　兵庫の眼玉,同光社磯部書房,1953（昭和28）年6月10日,1953（昭和28）年6月10日
11903,1670,野村 胡堂,56292,銭形平次捕物控 063 花見の仇討,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2020-08-07,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11904,1670,野村 胡堂,55656,銭形平次捕物控 064 九百九十両,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-07-01,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11905,1670,野村 胡堂,56279,銭形平次捕物控 064 九百九十両,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-11-17,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
11906,1670,野村 胡堂,54631,銭形平次捕物控 065 結納の行方,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-20,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11907,1670,野村 胡堂,56297,銭形平次捕物控 065 結納の行方,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-11-24,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11911,1670,野村 胡堂,54602,銭形平次捕物控 068 辻斬綺談,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-16,錢形平次捕物全集第五卷　蝉丸の香爐,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
11912,1670,野村 胡堂,56274,銭形平次捕物控 068 辻斬綺談,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-12-06,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11915,1670,野村 胡堂,54598,銭形平次捕物控 071 平次屠蘇機嫌,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2015-06-01,錢形平次捕物全集第五卷　蝉丸の香爐,同光社磯部書房,1953（昭和28）年6月20日再版,1953（昭和28）年6月20日再版
11916,1670,野村 胡堂,56290,銭形平次捕物控 071 平次屠蘇機嫌,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-12-12,銭形平次捕物控（一）平次屠蘇機嫌,嶋中文庫、嶋中書店,2004（平成16）年5月20日第1刷,2004（平成16）年5月20日第1刷
11919,1670,野村 胡堂,54624,銭形平次捕物控 073 黒い巾着,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-17,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11920,1670,野村 胡堂,56296,銭形平次捕物控 073 黒い巾着,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2018-12-27,銭形平次捕物控（四）城の絵図面,嶋中文庫、嶋中書店,2004（平成16）年8月20日第1刷,2004（平成16）年8月20日第1刷
11924,1670,野村 胡堂,54612,銭形平次捕物控 076 竹光の殺人,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-03-30,錢形平次捕物全集第八卷　地獄から來た男,同光社磯部書房,1953（昭和28）年7月10日,1953（昭和28）年7月10日
11925,1670,野村 胡堂,56308,銭形平次捕物控 076 竹光の殺人,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-01-17,銭形平次捕物控（三）酒屋火事,嶋中文庫、嶋中書店,2004（平成16）年7月20日第1刷,2004（平成16）年7月20日第1刷
11926,1670,野村 胡堂,54630,銭形平次捕物控 077 八五郎の恋,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-23,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11927,1670,野村 胡堂,56298,銭形平次捕物控 077 八五郎の恋,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-01-29,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11928,1670,野村 胡堂,54620,銭形平次捕物控 078 十手の道,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-04-20,錢形平次捕物全集第九卷　幻の民五郎,同光社磯部書房,1953（昭和28）年7月20日,1953（昭和28）年7月20日
11929,1670,野村 胡堂,56316,銭形平次捕物控 078 十手の道,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-02-07,銭形平次捕物控（四）城の絵図面,嶋中文庫、嶋中書店,2004（平成16）年8月20日第1刷,2004（平成16）年8月20日第1刷
11930,1670,野村 胡堂,54636,銭形平次捕物控 079 十七の娘,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-02,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11931,1670,野村 胡堂,56311,銭形平次捕物控 079 十七の娘,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-02-18,銭形平次捕物控（四）城の絵図面,嶋中文庫、嶋中書店,2004（平成16）年8月20日第1刷,2004（平成16）年8月20日第1刷
11932,1670,野村 胡堂,54634,銭形平次捕物控 080 捕物仁義,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-11,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
11933,1670,野村 胡堂,56307,銭形平次捕物控 080 捕物仁義,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-02-27,銭形平次捕物控（六）結納の行方,嶋中文庫、嶋中書店,2004（平成16）年10月20日第1刷,2004（平成16）年10月20日第1刷
11934,1670,野村 胡堂,55511,銭形平次捕物控 081 受難の通人,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-10,錢形平次捕物全集第十二卷　鬼女,同光社磯部書房,1953（昭和28）年8月25日,1953（昭和28）年8月25日
11935,1670,野村 胡堂,56277,銭形平次捕物控 081 受難の通人,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-03-07,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
11936,1670,野村 胡堂,55684,銭形平次捕物控 082 お局お六,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-28,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11937,1670,野村 胡堂,56286,銭形平次捕物控 082 お局お六,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-03-18,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
11938,1670,野村 胡堂,56351,銭形平次捕物控 083 鉄砲汁,新字新仮名,,特定非営利活動法人はるかぜ,北川松生,公開,2019-03-28,銭形平次捕物控（八）お珊文身調べ,嶋中文庫、嶋中書店,2004（平成16）年12月20日第1刷,2004（平成16）年12月20日第1刷
11939,1670,野村 胡堂,55657,銭形平次捕物控 083 鉄砲汁,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-06-28,錢形平次捕物全集第十三卷　焔の舞,同光社磯部書房,1953（昭和28）年9月5日,1953（昭和28）年9月5日
11946,1670,野村 胡堂,55681,銭形平次捕物控 090 禁制の賦,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-19,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11947,1670,野村 胡堂,56362,銭形平次捕物控 090 禁制の賦,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-04-04,銭形平次捕物控（十）金色の処女,嶋中文庫、嶋中書店,2005（平成17）年2月20日第1刷,2005（平成17）年2月20日第1刷
11948,1670,野村 胡堂,56381,銭形平次捕物控 091 笑い茸,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-04-14,銭形平次捕物控（十）金色の処女,嶋中文庫、嶋中書店,2005（平成17）年2月20日第1刷,2005（平成17）年2月20日第1刷
11949,1670,野村 胡堂,55686,銭形平次捕物控 091 笑い茸,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-10,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11957,1670,野村 胡堂,55679,銭形平次捕物控 098 紅筆願文,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-04,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11958,1670,野村 胡堂,56382,銭形平次捕物控 098 紅筆願文,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-05-04,銭形平次捕物控（十）金色の処女,嶋中文庫、嶋中書店,2005（平成17）年2月20日第1刷,2005（平成17）年2月20日第1刷
11959,1670,野村 胡堂,55678,銭形平次捕物控 099 お篠姉妹,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-16,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
11960,1670,野村 胡堂,56386,銭形平次捕物控 099 お篠姉妹,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2019-05-14,銭形平次捕物控（十）金色の処女,嶋中文庫、嶋中書店,2005（平成17）年2月20日第1刷,2005（平成17）年2月20日第1刷
11963,1670,野村 胡堂,56368,銭形平次捕物控 101 お秀の父,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-06-04,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11964,1670,野村 胡堂,54700,銭形平次捕物控 101 お秀の父,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-15,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11965,1670,野村 胡堂,54698,銭形平次捕物控 102 金蔵の行方,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-17,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11966,1670,野村 胡堂,56361,銭形平次捕物控 102 金蔵の行方,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-06-14,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11967,1670,野村 胡堂,54705,銭形平次捕物控 103 巨盗還る,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-20,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11968,1670,野村 胡堂,56384,銭形平次捕物控 103 巨盗還る,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-06-24,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11969,1670,野村 胡堂,54703,銭形平次捕物控 104 活き仏,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-23,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11970,1670,野村 胡堂,56357,銭形平次捕物控 104 活き仏,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-07-05,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11971,1670,野村 胡堂,54701,銭形平次捕物控 105 刑場の花嫁,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-26,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11972,1670,野村 胡堂,56343,銭形平次捕物控 105 刑場の花嫁,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-07-15,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11973,1670,野村 胡堂,54706,銭形平次捕物控 106 懐ろ鏡,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-07-29,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
11974,1670,野村 胡堂,56344,銭形平次捕物控 106 懐ろ鏡,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2019-07-25,銭形平次捕物控（十一）懐ろ鏡,嶋中文庫、嶋中書店,2005（平成17）年5月20日第1刷,2005（平成17）年5月20日第1刷
11975,1670,野村 胡堂,54702,銭形平次捕物控 107 梅吉殺し,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-08-02,錢形平次捕物全集第二十三卷　刑場の花嫁,同光社,1954（昭和29）年4月5日,1954（昭和29）年4月5日
